village,vlcode,block,district,area_m2,area_km2,centroid_x,centroid_y,area_exposure_score,coastal_exposure_score,coastal_exposure_category,exposure_method,exposure_data_quality,shoreline_distance_available,village_erosion_rate_available
Ajagar Patia,395824,Rajnagar,Kendrapara,2048287.408318409,2.048287408318409,4701186.016750706,3655990.47272959,0.11320204985442536,0.11320204985442536,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Padmanavpur,395816,Rajnagar,Kendrapara,1022089.1365168928,1.022089136516893,4695238.230780913,3655816.731299819,0.056018265573238364,0.056018265573238364,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Trailokyapur,395729,Rajkanika,Kendrapara,869692.8964523613,0.8696928964523613,4692120.631796422,3658778.346543988,0.04752615059255779,0.04752615059255779,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badapanka,395693,Rajkanika,Kendrapara,769950.2681135598,0.7699502681135598,4692757.996696191,3659922.9417780275,0.04196810094533736,0.04196810094533736,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balarampur,395866,Rajnagar,Kendrapara,570835.4800778833,0.5708354800778833,4697496.875203145,3651357.5085647507,0.030872645613652033,0.030872645613652033,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bajapur,395753,Rajkanika,Kendrapara,927820.0088191461,0.9278200088191461,4691126.012512641,3653081.018236425,0.05076522080521299,0.05076522080521299,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sana Gokhani,395821,Rajnagar,Kendrapara,1264068.5301108253,1.2640685301108254,4698873.472345234,3656929.2362420373,0.06950230450021508,0.06950230450021508,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balunga Patia,395825,Rajnagar,Kendrapara,1090402.36992789,1.09040236992789,4702034.666013661,3656890.4378488823,0.059824946319315855,0.059824946319315855,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuagan Baragan,395863,Rajnagar,Kendrapara,623709.8337047606,0.6237098337047606,4696766.718894103,3651334.4328979854,0.033819011549835715,0.033819011549835715,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sila Pokhari,395818,Rajnagar,Kendrapara,808769.239939013,0.8087692399390131,4697336.644047584,3655884.9632002003,0.04413124599428317,0.04413124599428317,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rajendranarayanpur,395805,Rajnagar,Kendrapara,2101555.0259125894,2.1015550259125892,4698208.5336116925,3660893.8237680346,0.11617032999811627,0.11617032999811627,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jaduchandrapur,395903,Rajnagar,Kendrapara,614786.3598255329,0.6147863598255329,4692637.730282748,3648624.930587096,0.033321760658492114,0.033321760658492114,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Brahmanikholha,395895,Rajnagar,Kendrapara,530530.7063502185,0.5305307063502185,4695850.084518088,3649233.604327632,0.02862670586723369,0.02862670586723369,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kusunpur,395853,Rajnagar,Kendrapara,417174.230939627,0.41717423093962697,4694010.216591623,3649937.9632283994,0.022310039376093174,0.022310039376093174,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nalajodi,395867,Rajnagar,Kendrapara,739809.315225853,0.739809315225853,4698011.510528572,3650716.306225885,0.04028852907767647,0.04028852907767647,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gupti,395838,Rajnagar,Kendrapara,2533855.2645621635,2.5338552645621637,4701929.8201909475,3652653.0885202084,0.1402597913341263,0.1402597913341263,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Daenigiri,395754,Rajkanika,Kendrapara,693539.8538649883,0.6935398538649883,4691900.621660528,3652860.4899576292,0.03771021359033744,0.03771021359033744,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Daruora,395846,Rajnagar,Kendrapara,871978.4827077835,0.8719784827077834,4695112.990287754,3652835.075754051,0.04765351240457552,0.04765351240457552,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jhadamala,395755,Rajkanika,Kendrapara,1126792.9611443062,1.1267929611443062,4693057.087226589,3653272.4505440593,0.06185277249595835,0.06185277249595835,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ghadiamal,395844,Rajnagar,Kendrapara,2310283.5477043474,2.3102835477043473,4695562.797951557,3653956.8494669665,0.12780150020318512,0.12780150020318512,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bandhamala,395751,Rajkanika,Kendrapara,1753305.7459589315,1.7533057459589314,4693243.598557892,3654069.7390662264,0.096764517059074,0.096764517059074,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuagan,395843,Rajnagar,Kendrapara,835695.7047365481,0.8356957047365481,4694729.9395781215,3654509.2975058355,0.04563169400393937,0.04563169400393937,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dibakarpur,395842,Rajnagar,Kendrapara,6628092.738304739,6.628092738304739,4697766.423832693,3654519.0466380375,0.36840672836164345,0.36840672836164345,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ghusuria,395738,Rajkanika,Kendrapara,744640.7194092764,0.7446407194092763,4693864.268315177,3655021.7295916947,0.04055775382906403,0.04055775382906403,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Charipokharia,395739,Rajkanika,Kendrapara,881695.0128876629,0.8816950128876628,4692939.989274481,3655208.7945788456,0.048194955497041905,0.048194955497041905,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Biswanathpur,395742,Rajkanika,Kendrapara,985874.7639578739,0.9858747639578739,4692243.047572119,3655604.2978657596,0.054000258989912106,0.054000258989912106,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Iswarpur,395813,Rajnagar,Kendrapara,2721598.4657975836,2.7215984657975834,4697927.981534621,3658152.352366522,0.15072157734050753,0.15072157734050753,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Righa Garh,395812,Rajnagar,Kendrapara,693419.001202307,0.6934190012023069,4697515.426297585,3658898.298096062,0.037703479206951225,0.037703479206951225,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kujipur,395730,Rajkanika,Kendrapara,1156641.6996934174,1.1566416996934175,4693203.90764032,3658944.735996544,0.06351606103693541,0.06351606103693541,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Subhadraprasad Dia,395734,Rajkanika,Kendrapara,855050.9106901605,0.8550509106901605,4695005.307728187,3656411.671467071,0.046710241836636746,0.046710241836636746,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gharabhanjakola,395737,Rajkanika,Kendrapara,1077964.185490705,1.0779641854907052,4694128.583350056,3655741.2416843735,0.059131841998981194,0.059131841998981194,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuakhunta,395819,Rajnagar,Kendrapara,734433.082417417,0.734433082417417,4698147.107534284,3656138.1464705244,0.03998894434282466,0.03998894434282466,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balabhadrapur,395823,Rajnagar,Kendrapara,2308366.545107685,2.308366545107685,4699586.901443138,3655709.9652523436,0.127694677315283,0.127694677315283,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gumura,395826,Rajnagar,Kendrapara,1642243.638999811,1.642243638999811,4702384.561738794,3655552.3655447536,0.0905757017582889,0.0905757017582889,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gajarajpur,395740,Rajkanika,Kendrapara,558214.9325170625,0.5582149325170626,4693262.016470015,3656195.868655837,0.030169379306292647,0.030169379306292647,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gobindakana,395735,Rajkanika,Kendrapara,728770.2889981172,0.7287702889981172,4694632.972693945,3657227.1255574776,0.03967339132912714,0.03967339132912714,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dighi,395814,Rajnagar,Kendrapara,1595066.168260499,1.595066168260499,4696646.854044012,3657357.1817599214,0.08794678843440189,0.08794678843440189,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Tarapada,395731,Rajkanika,Kendrapara,2691825.661690575,2.691825661690575,4693174.295683292,3657665.731643055,0.14906252016385454,0.14906252016385454,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kantipokhari,395727,Rajkanika,Kendrapara,1065799.4616361575,1.0657994616361575,4691301.881139149,3657964.1544892853,0.05845397597264549,0.05845397597264549,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Iswarpur,395682,Rajkanika,Kendrapara,762179.5459770247,0.7621795459770248,4693503.729702311,3660737.674298403,0.04153508589300777,0.04153508589300777,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Arjunpur,395840,Rajnagar,Kendrapara,871422.8380925744,0.8714228380925744,4699912.872988601,3653113.4095036862,0.04762254971180336,0.04762254971180336,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Taneipada,395679,Rajkanika,Kendrapara,1417382.7751763058,1.4173827751763057,4692369.977600575,3660469.361056034,0.07804557431265262,0.07804557431265262,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pitanda,395820,Rajnagar,Kendrapara,1035712.5798017067,1.0357125798017066,4697845.709192676,3656989.6084449226,0.05677741715570804,0.05677741715570804,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuagaon Satagan,395905,Rajnagar,Kendrapara,538910.99576667,0.53891099576667,4692217.756091901,3649334.3619463397,0.02909368839426816,0.02909368839426816,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baliora,395883,Rajnagar,Kendrapara,633724.5267748223,0.6337245267748223,4700247.016430426,3648907.646182865,0.034377069445563166,0.034377069445563166,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gopinathpur,395906,Rajnagar,Kendrapara,422965.28516126075,0.42296528516126075,4691690.109335629,3649157.818274243,0.02263273958371408,0.02263273958371408,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kendukolha,395888,Rajnagar,Kendrapara,542383.730807718,0.542383730807718,4698597.949082925,3649723.8203642317,0.029287202783163383,0.029287202783163383,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bedhuakolha,395851,Rajnagar,Kendrapara,779722.8367357225,0.7797228367357225,4692717.103192547,3650052.754350291,0.042512666719144214,0.042512666719144214,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balabhadraprasad Dia,395689,Rajkanika,Kendrapara,1443069.7517732962,1.4430697517732962,4696691.692359252,3660679.621592729,0.07947695318837374,0.07947695318837374,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhitarkanika,395806,Rajnagar,Kendrapara,1799539.3650106317,1.7995393650106317,4702148.434298674,3660738.394572656,0.09934083527265834,0.09934083527265834,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Hansina Dia,395848,Rajnagar,Kendrapara,157174.7108501979,0.1571747108501979,4693729.3543612,3651966.4629317983,0.007821848469373609,0.007821848469373609,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Debendranarayanpur,395875,Rajnagar,Kendrapara,221518.82264728151,0.2215188226472815,4702418.385885874,3651470.8942148406,0.011407354223841176,0.011407354223841176,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sangopalpur,395889,Rajnagar,Kendrapara,80893.31056604482,0.08089331056604482,4698919.446575012,3648823.337587046,0.003571150277436308,0.003571150277436308,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Matia,395611,Rajkanika,Kendrapara,1719646.786172103,1.719646786172103,4685198.069441006,3664995.753335627,0.09488890807739038,0.09488890807739038,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Porala,395669,Rajkanika,Kendrapara,500962.55483730236,0.5009625548373023,4687602.590942703,3660646.413272815,0.026979052734141022,0.026979052734141022,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Satagharia,395659,Rajkanika,Kendrapara,158047.7520906583,0.1580477520906583,4681784.418250584,3661002.669709368,0.007870497744406419,0.007870497744406419,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ektala,395612,Rajkanika,Kendrapara,444331.62320874527,0.44433162320874525,4684858.350520699,3664169.354035596,0.0238233555683243,0.0238233555683243,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mahurigan,395613,Rajkanika,Kendrapara,775331.1442537422,0.7753311442537422,4686122.020622815,3664099.7922115736,0.042267944424808246,0.042267944424808246,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Deuli,395617,Rajkanika,Kendrapara,724344.4679659556,0.7243444679659556,4690176.200960714,3663299.2146610115,0.03942676725839471,0.03942676725839471,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baranga,395622,Rajkanika,Kendrapara,1562635.3556739942,1.5626353556739943,4689119.406371904,3663745.233976688,0.08613961662173196,0.08613961662173196,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Taras,395624,Rajkanika,Kendrapara,1059349.694785471,1.059349694785471,4687746.79628567,3663513.662320888,0.058094569719109194,0.058094569719109194,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ostia,395614,Rajkanika,Kendrapara,303960.53893344966,0.30396053893344965,4687056.623494453,3664475.1145733492,0.016001329335105924,0.016001329335105924,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Saradaprasad,395762,Rajnagar,Kendrapara,787268.7047127502,0.7872687047127501,4699912.318726097,3665118.0257723373,0.042933152017618895,0.042933152017618895,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Langalabhanja,395610,Rajkanika,Kendrapara,1254340.156044638,1.254340156044638,4683927.512857024,3664913.717602827,0.06896020142004623,0.06896020142004623,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Endulapur,395684,Rajkanika,Kendrapara,1098899.0250895263,1.0988990250895263,4694886.781002778,3660736.6643235604,0.060298413201131676,0.060298413201131676,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gokarneswar,395663,Rajkanika,Kendrapara,883445.022815561,0.883445022815561,4685170.683312518,3660885.5815839847,0.04829247289982527,0.04829247289982527,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kantapada,395664,Rajkanika,Kendrapara,769099.5879054695,0.7690995879054695,4685644.179982326,3661827.272942848,0.041920697714550086,0.041920697714550086,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badagara,395665,Rajkanika,Kendrapara,820178.6818725877,0.8201786818725877,4686790.367473991,3661985.3492803127,0.04476702475578205,0.04476702475578205,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kalikapur,395668,Rajkanika,Kendrapara,485993.05072221236,0.4859930507222124,4686871.79092102,3660907.787456554,0.026144893373678552,0.026144893373678552,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Burudia,395623,Rajkanika,Kendrapara,616821.4701151566,0.6168214701151566,4688308.473417587,3664076.994761802,0.03343516496932375,0.03343516496932375,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bajarpur,395685,Rajkanika,Kendrapara,1909872.9665719946,1.9098729665719947,4695578.446133723,3661810.741665184,0.10548905540128445,0.10548905540128445,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Cherantapada,395667,Rajkanika,Kendrapara,629459.6110915113,0.6294596110915113,4685890.594698824,3660635.9698776235,0.03413941165065794,0.03413941165065794,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Panki,395607,Rajkanika,Kendrapara,5957467.685347753,5.957467685347753,4681797.497501658,3666150.2805933203,0.33103687556065453,0.33103687556065453,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gunthala,395604,Rajkanika,Kendrapara,1641686.4260288635,1.6416864260288635,4679398.650388163,3666558.184170617,0.09054465167059639,0.09054465167059639,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Upulei,395680,Rajkanika,Kendrapara,1029139.2967838848,1.0291392967838848,4692812.729903388,3661510.2949368106,0.05641112809789231,0.05641112809789231,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Olaver,395656,Rajkanika,Kendrapara,673009.2415844074,0.6730092415844074,4680843.681145392,3660892.0603701943,0.03656616751651935,0.03656616751651935,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Hariharpursasan,395672,Rajkanika,Kendrapara,713529.9186491923,0.7135299186491924,4689470.4979095,3661757.6781392302,0.03882413824193534,0.03882413824193534,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Rajendranarayanpur,395802,Rajnagar,Kendrapara,695081.262351091,0.695081262351091,4698725.365952549,3662118.75231234,0.037796106904310525,0.037796106904310525,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ganja,395660,Rajkanika,Kendrapara,2493290.355072776,2.493290355072776,4683467.823684621,3661146.2756800735,0.13799935580488418,0.13799935580488418,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baghuasuni,395621,Rajkanika,Kendrapara,423477.001921977,0.42347700192197696,4688602.929281622,3662890.4671084136,0.022661254444498725,0.022661254444498725,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bangarakuan,395616,Rajkanika,Kendrapara,3314876.906135764,3.314876906135764,4690543.629063037,3664586.7992284936,0.18378137414899354,0.18378137414899354,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gualigan,395615,Rajkanika,Kendrapara,1601714.9070950607,1.6017149070950607,4688693.873536627,3664928.8953739475,0.0883172821856631,0.0883172821856631,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gobindapur,395633,Rajkanika,Kendrapara,2138620.4446010566,2.138620444601057,4683805.364001889,3662052.7957529947,0.1182357602028001,0.1182357602028001,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sialia,395625,Rajkanika,Kendrapara,756554.0662959343,0.7565540662959342,4687610.10764062,3662436.300676618,0.04122161214685056,0.04122161214685056,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badataila,395628,Rajkanika,Kendrapara,1161466.6240399794,1.1614666240399794,4685591.734084741,3663261.4193200255,0.06378492470645074,0.06378492470645074,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jagulaipada,395630,Rajkanika,Kendrapara,1467305.1325922566,1.4673051325922566,4684442.024699704,3663513.564190397,0.08082744346574569,0.08082744346574569,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Barada,395627,Rajkanika,Kendrapara,1243903.5611405538,1.2439035611405538,4686956.193447255,3663718.446491895,0.0683786335027883,0.0683786335027883,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Arasa,395626,Rajkanika,Kendrapara,994237.666961205,0.994237666961205,4686563.403501284,3662699.419772434,0.05446627267795647,0.05446627267795647,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sikudi,395619,Rajkanika,Kendrapara,867852.5633736806,0.8678525633736806,4689604.13380781,3662604.76043491,0.047423600030284806,0.047423600030284806,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bahadiha,395609,Rajkanika,Kendrapara,1952799.2817062791,1.9527992817062791,4684189.9698548075,3665912.4450790337,0.10788107769568563,0.10788107769568563,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Manapur,395605,Rajkanika,Kendrapara,1881662.8684629626,1.8816628684629626,4680327.43702689,3666772.8430091613,0.10391707831932537,0.10391707831932537,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Malisahada,395673,Rajkanika,Kendrapara,789976.3028396727,0.7899763028396727,4689241.017460699,3661012.1999062975,0.04308402998288605,0.04308402998288605,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kalisipada,395674,Rajkanika,Kendrapara,636387.0353406223,0.6363870353406224,4688570.271181277,3660972.0158183584,0.03452543484400244,0.03452543484400244,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pimpudi,395670,Rajkanika,Kendrapara,690888.9986841928,0.6908889986841927,4687855.192238842,3661292.169527402,0.037562497564122374,0.037562497564122374,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gangadharpur,395666,Rajkanika,Kendrapara,772135.372715066,0.7721353727150659,4686549.211460663,3661394.4281240054,0.04208986352631014,0.04208986352631014,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balibhanda,395654,Rajkanika,Kendrapara,1335735.8498447912,1.3357358498447913,4679465.136977635,3660967.3380853366,0.07349588806422115,0.07349588806422115,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Madhupara,395677,Rajkanika,Kendrapara,523555.545965269,0.523555545965269,4690087.79701568,3661329.178436546,0.028238022629559344,0.028238022629559344,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Patuli,395636,Rajkanika,Kendrapara,826767.3046460734,0.8267673046460734,4680952.169746041,3661487.683817994,0.04513416860482372,0.04513416860482372,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mantapara,395678,Rajkanika,Kendrapara,2580317.807202647,2.580317807202647,4691187.568368161,3660990.7812423734,0.14284886606609265,0.14284886606609265,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pratappur,395637,Rajkanika,Kendrapara,271033.90606895176,0.2710339060689518,4680265.794975378,3661842.9309025016,0.014166528475888078,0.014166528475888078,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Akhulipada,395671,Rajkanika,Kendrapara,872727.2577199991,0.872727257719999,4688234.994903045,3662057.840632597,0.047695237078988116,0.047695237078988116,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balarampur,395635,Rajkanika,Kendrapara,1544330.588870691,1.5443305888706909,4681997.276091515,3661959.435835996,0.08511960336994587,0.08511960336994587,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baghabuda,395629,Rajkanika,Kendrapara,651138.9266032398,0.6511389266032398,4685267.184000084,3662459.122693671,0.03534746796458073,0.03534746796458073,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Govindpur,395803,Rajnagar,Kendrapara,1655954.6093612348,1.6559546093612347,4697556.1042120885,3662478.800597176,0.09133973069205137,0.09133973069205137,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Safalanga,395634,Rajkanika,Kendrapara,861785.4071857241,0.8617854071857242,4682201.126341543,3662985.252985651,0.04708551434042752,0.04708551434042752,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pegarapada,395639,Rajkanika,Kendrapara,3280112.4584752335,3.2801124584752337,4679837.671473577,3663250.540298307,0.18184416305606851,0.18184416305606851,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nahuni,395638,Rajkanika,Kendrapara,2767781.4814158143,2.767781481415814,4681006.811408426,3663262.8736527064,0.1532950757327153,0.1532950757327153,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
