village,vlcode,block,district,nccr_total_coast_km,nccr_high_erosion_km,nccr_moderate_erosion_km,nccr_low_erosion_km,nccr_stable_km,nccr_low_accretion_km,nccr_moderate_accretion_km,nccr_high_accretion_km,erosion_baseline_score,coastal_hazard_baseline,erosion_data_source,erosion_resolution,village_erosion_rate_available
Sasana,397007,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tantiapal,396055,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bilakalupara,396029,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kankdia,396028,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badpal,396034,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mangarajpur,396007,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rajnagar,395998,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chakibanka,395936,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Guludia,395996,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baghua,395993,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Garjanpur,396001,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Firikidandi,395937,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sanabadagopalpur,396000,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mahinsasur,395995,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jharpada,395908,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Khandeipara,395940,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baghataila,395952,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Govindpur,395934,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dhandia,395947,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kshirkot,396026,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jagannathapur,396002,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sukdevpur,396008,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tamulia,397008,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tamulia,396003,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dakhinadandi,395935,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Singar Pur,397006,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Keradasahi,396031,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Padini,395911,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chandrasekhar,395964,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Junapangara,395970,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bindhanaukana,396044,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gopalpur,395885,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baro,397010,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Khandiora,395981,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Junapanga,396019,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chakradharpur,396010,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nathapur,395961,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nodhabasanta,395962,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badanaukana,396023,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Manapara,395956,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bandhapur,396051,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Endulapur,395986,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sendhakani,395968,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hatiagadi,395954,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanafulia,395977,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jhinkiria,395958,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badhi,395972,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Prasanpur,396013,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Brahmansahi,396022,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kandhamara,396012,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Penth,396021,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gokhani,395971,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chinchiri,395982,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Paripangara,395963,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Narangarh,395884,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanakapur,395978,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bahargarh,395898,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Velsari,396047,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Joginatha,396074,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badkuji,395985,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gahmasikhar,395983,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pokharia,395957,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mahulia,395953,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Guhalkani,395959,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sundripal,396073,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kathapangara,395973,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Krishnapriyapur,395882,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Lunia,396011,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tiara,395992,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dhagua,395991,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhadia,395901,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Khamarsahi,395955,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kathuaganda,395979,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hatina,395988,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kaitha,395984,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dera,395987,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mugakani,395989,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pachimaveda,395960,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kurunti,395990,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chardia,395902,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nuagan,395980,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Maliparida,395965,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dhobeigarh,395974,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nachhipara,395976,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gadadharpur,395890,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Laxminarayanpur,395897,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Paunsiapal,397011,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ambaora,395891,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanhupur,396050,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nuapokhari,395969,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chittakolha,396014,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sankuji,396015,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhatasahi,395967,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ogalasendha,395966,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chakulidiha,397009,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kadalichua,396046,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Akarapara,396045,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Charapada,395648,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kharakhara,396105,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ujanga,395652,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mirzapur,395709,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Namatara,395649,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Deulatara,395650,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Muradpur,395651,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Habalaganda,395711,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gopinathapur,395643,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Parinuapada,395712,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bharigada,395705,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dakhinaveda,395907,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Abdulpur,395647,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mahamadpur,395592,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hatasahi,395642,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sihopada,395641,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanapur Kaema,395603,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Padhanpada,395594,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Batarapada,395598,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhamanda,395600,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanapur Barha,395602,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ahamadpur,395646,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Fazilpur,395593,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sanahalapada,395596,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Agapada,395640,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gahamapal,395599,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Damodarpur,395645,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kothasahi,395653,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Panasaganda,395644,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badahalapada,395595,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
