id,objectid_1,objectid,village,vlcode,gram_panchayat_name,gram_panchayat_code,block,bkcode,subdistric,sdcode,sub_district_head_quarter,district,dtcode,district_head_quarter,state,stcode,uqcode,country,total_urban_rural,total_households,total_population_village,avg_household,total_geographical_area,total_male_population_village,total_female_population_village,tapwater_treated_status,tapwater_untreated_status,covered_well_status,covered_well_function_year,covered_well_functioning_summer,uncovered_well_status,uncovered_well_function_year,uncovered_well_function_summer,handpump_status,hand_pump_function_year,hand_pump_function_summer,tubewell_borehole_status,tube_wells_borehole_function_year,tube_wells_borehole_function_Summer,spring_status,spring_functioning_all_round_year,spring_functioning_summer_month,river_canal_status,tank_pond_lake_status,others_status,closed_drainage_status,open_drainage_status,village_pin_code_status,forest_area,area_under_non_agricultural_use,barren_uncultivable_land,permanent_pastures_grazing,land_under_miscellaneous,culturable_waste_land,fallows_land_other_than_current,current_fallows_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,canals_area,wells_tube_wells_area,tanks_lakes_area,waterfall_area,other_source_specify_area,nearest_town_name,nearest_town_distance_from_village,shape_leng,shape_length,shape_area,ds_name,src_agency,state_name,latitude,longitude
486,486,34935.0,Kaviyoor,628298,Kaviyoor,05,Mallappally,121,Thiruvalla,5679,Thiruvalla,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,4499.0,16852.0,3.74572127,1308.0,7778.0,9074.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available,Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.0,1158.0,150.0,150.0,0.0,0.0,0.0,0.0,Thiruvalla,8.0,18110.876240403173,18110.876240403173,14141281.258657388,Administrative Boundary,Survey of India (SOI),Kerala,9.405418251825477,76.61299539280824
495,495,34944.0,Mallappally,628304," Kallooppara, Mallappally","02, 03",Mallappally,121,Mallappally,5680,Mallappally,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,4787.0,17693.0,3.69605181,1997.0,8392.0,9301.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,0.0,84.0,18.0,0.0,0.0,19.0,36.0,36.0,1829.0,1716.0,161.0,70.0,21.0,0.0,0.0,70.0,Thiruvalla,16.0,28699.76968021117,28699.76968021117,20301837.57571578,Administrative Boundary,Survey of India (SOI),Kerala,9.438730904933491,76.66670634579704
490,490,34939.0,Perumpetty,628307,Kottanad,06,Mallappally,121,Mallappally,5680,Mallappally,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,3881.0,14396.0,3.70935326,2285.0,6860.0,7536.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Not Available,Available,645.0,74.0,0.0,0.0,0.0,0.0,57.0,57.0,1510.0,87.0,1479.0,0.0,0.0,0.0,0.0,1479.0,Thiruvalla,24.0,31624.19510348688,31624.19510348688,24687336.94558232,Administrative Boundary,Survey of India (SOI),Kerala,9.416715603610633,76.74589237261317
402,402,34851.0,Kurampala,628344,"Pandalam, Thumpamon","01, 02",Pandalam,126,Adoor,5683,Adoor,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,5505.0,20822.0,3.78237965,1447.0,9641.0,11181.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.0,965.0,380.0,380.0,0.0,0.0,0.0,0.0,Pandalam,1.0,20663.11249985758,20663.11249985758,13724457.06174939,Administrative Boundary,Survey of India (SOI),Kerala,9.20038221356693,76.69084376036344
473,473,34922.0,Pandalam,628343,Pandalam,01,Pandalam,126,Adoor,5683,Adoor,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,5905.0,22635.0,3.83319221,1583.0,10551.0,12084.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,0.0,422.0,0.0,0.0,0.0,21.0,0.0,0.0,1062.0,630.0,510.0,382.0,0.0,0.0,0.0,128.0,Adoor,10.0,19472.05810687872,19472.05810687872,16332013.091234071,Administrative Boundary,Survey of India (SOI),Kerala,9.21947147988814,76.66403860047696
421,421,34870.0,Pandalam Thekkekara,628345,"Pandalam Thekkekara, Thumpamon","03, 02",Pandalam,126,Adoor,5683,Adoor,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,6581.0,24069.0,3.65734691,2536.0,11098.0,12971.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,231.0,21.0,0.0,0.0,115.0,11.0,11.0,2143.0,2067.0,103.0,103.0,0.0,0.0,0.0,0.0,Adoor,6.0,27266.28367066572,27266.28367066572,26242317.6966026,Administrative Boundary,Survey of India (SOI),Kerala,9.201207678550597,76.72564596049489
404,404,34853.0,Erathu,628352,Erathu,07,Parakode (Part),127,Adoor,5683,Adoor,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,6730.0,24880.0,3.69687964,2174.0,11626.0,13254.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,123.0,14.0,0.0,0.0,22.0,0.0,0.0,1055.0,1317.0,698.0,66.0,19.0,0.0,0.0,614.0,Adoor,4.0,23515.01966142462,23515.01966142462,22610141.601279654,Administrative Boundary,Survey of India (SOI),Kerala,9.121995247872608,76.73391701799616
449,449,34898.0,Ezhamkulam,628351,Ezhamkulam,06,Parakode (Part),127,Adoor,5683,Adoor,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,5005.0,18655.0,3.72727273,1734.0,8728.0,9927.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,37.0,0.0,0.0,0.0,0.0,20.0,20.0,1497.0,1555.0,142.0,142.0,0.0,0.0,0.0,0.0,Adoor,6.0,37523.72828882263,37523.72828882263,18416410.657761,Administrative Boundary,Survey of India (SOI),Kerala,9.146446269403853,76.77840037671626
411,411,34860.0,Kadampanadu,628355,Kadampanadu,09,Parakode (Part),127,Adoor,5683,Adoor,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,7126.0,26909.0,3.77617177,2395.0,12548.0,14361.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,128.0,25.0,0.0,0.0,0.0,28.0,28.0,2204.0,1342.0,900.0,700.0,11.0,0.0,0.0,189.0,Adoor,10.0,31090.66982626948,31090.66982626948,24878411.045042675,Administrative Boundary,Survey of India (SOI),Kerala,9.099374683546655,76.70701598350894
426,426,34875.0,Koodal,628348,"Kalanjoor, Kodumon","95, 04",Parakode (Part),127,Konni,5943,Adoor,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,4461.0,15979.0,3.5819323,3305.0,7355.0,8624.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,264.0,82.0,0.0,0.0,0.0,0.0,43.0,43.0,2831.0,2585.0,373.0,156.0,65.0,4.0,0.0,148.0,Pathanapuram,6.0,26985.591297945222,26985.591297945222,24470575.41293196,Administrative Boundary,Survey of India (SOI),Kerala,9.161371560734604,76.85273711516507
407,407,34856.0,Peringanadu Part,628353,Pallickal,08,Parakode (Part),127,Adoor,5683,Adoor,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,5581.0,20638.0,3.6979036,1894.0,9642.0,10996.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1893.0,1387.0,507.0,310.0,126.0,10.0,0.0,61.0,Adoor,2.0,20136.325887308827,20136.325887308827,17051765.113860246,Administrative Boundary,Survey of India (SOI),Kerala,9.151779406935441,76.7012418516457
485,485,34934.0,Kavumbhagom Part,628296,Peringara,03,Pulikkeezh (Part),114,Thiruvalla,5679,Thiruvalla,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,1662.0,6644.0,3.99759326,761.0,3173.0,3471.0,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,660.0,7.0,0.0,0.0,0.0,24.0,24.0,68.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,Thiruvalla,2.0,20565.312914862392,20565.312914862392,10856190.33802428,Administrative Boundary,Survey of India (SOI),Kerala,9.402143640576735,76.54952232257907
499,499,34948.0,Kuttoor,628297,Kuttoor,04,Pulikkeezh (Part),114,Thiruvalla,5679,Thiruvalla,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,5146.0,19652.0,3.81888846,1249.0,9170.0,10482.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,693.0,0.0,0.0,20.0,0.0,35.0,35.0,330.0,23.0,533.0,533.0,0.0,0.0,0.0,0.0,Thiruvalla,4.0,14471.264867193537,14471.264867193537,6404810.02622367,Administrative Boundary,Survey of India (SOI),Kerala,9.35550879622874,76.59739019716088
318,318,34767.0,Nedumpuram,628294,Nedumpuram,92,Pulikkeezh (Part),114,Thiruvalla,5679,Thiruvalla,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,3397.0,12694.0,3.73682661,849.0,5971.0,6723.0,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,128.0,0.0,0.0,0.0,81.0,0.0,0.0,554.0,336.0,304.0,0.0,0.0,304.0,0.0,0.0,Thiruvalla,3.0,19918.215720961027,19918.215720961027,9248193.712636927,Administrative Boundary,Survey of India (SOI),Kerala,9.367225022265753,76.5385076362508
319,319,34768.0,Niranam,628292,Niranam,01,Pulikkeezh (Part),114,Thiruvalla,5679,Thiruvalla,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,2837.0,10770.0,3.79626366,1101.0,5084.0,5686.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,117.0,3.0,0.0,37.0,50.0,33.0,33.0,715.0,186.0,744.0,0.0,0.0,0.0,0.0,744.0,Thiruvalla,10.0,19177.69118879866,19177.69118879866,11114885.186593847,Administrative Boundary,Survey of India (SOI),Kerala,9.340787490921109,76.50415937947538
500,500,34949.0,Angadi,628316,Ranni-Angadi,05,Ranni,123,Ranni,5681,Ranni,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,3989.0,14855.0,3.72399098,3072.0,7079.0,7776.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,1000.0,132.0,0.0,0.0,0.0,80.0,45.0,45.0,1784.0,1597.0,262.0,0.0,32.0,0.0,0.0,230.0,Pathanamthitta,20.0,26340.331889528803,26340.331889528803,21094235.93910405,Administrative Boundary,Survey of India (SOI),Kerala,9.401600047955096,76.77186191298883
509,509,34958.0,Athikkayam,628314,"Ranni-Pazhavangadi, Naranamoozhi","01, 03",Ranni,123,Ranni,5681,Ranni,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,2477.0,9548.0,3.8546629,2156.0,4645.0,4903.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,346.0,444.0,32.0,0.0,0.0,27.0,169.0,169.0,1138.0,1308.0,0.0,0.0,0.0,0.0,0.0,0.0,Pathanamthitta,30.0,24709.64988718059,24709.64988718059,17291861.743834652,Administrative Boundary,Survey of India (SOI),Kerala,9.395939248461183,76.85013072309124
511,511,34960.0,Chethakkal,628311,"Ranni-Pazhavangadi, Vecchoochira, Naranamoozhi","01, 02, 03",Ranni,123,Ranni,5681,Ranni,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,3982.0,15027.0,3.77373179,4793.0,7209.0,7818.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Available,Available,963.0,415.0,3.0,0.0,0.0,0.0,876.0,876.0,2536.0,3391.0,21.0,0.0,0.0,0.0,0.0,21.0,Pathanamthitta,25.0,31989.29014877737,31989.29014877737,29869012.63959002,Administrative Boundary,Survey of India (SOI),Kerala,9.430958344692645,76.8232639799896
501,501,34950.0,Mylapra Part,628333,"Mylapra, Ranni","76, 75",Ranni,123,Konni,5943,Pathanamthitta,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,2710.0,10082.0,3.7202952,1039.0,4732.0,5350.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available,Available,Available,0.0,40.0,21.0,0.0,0.0,48.0,14.0,14.0,901.0,797.0,133.0,133.0,0.0,0.0,0.0,0.0,Pathanamthitta,5.0,15627.714003116424,15627.714003116424,10175954.436314058,Administrative Boundary,Survey of India (SOI),Kerala,9.30690012331279,76.79504932399647
558,558,35007.0,Perunad,628313,"Ranni-Perunad, Chittar","04, 78",Ranni,123,Ranni,5681,Ranni,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,4130.0,15018.0,3.63631961,7523.0,7192.0,7826.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,4006.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.0,2937.0,0.0,0.0,0.0,0.0,0.0,0.0,Pathanamthitta,24.0,115185.0188349338,115185.0188349338,195318725.3432153,Administrative Boundary,Survey of India (SOI),Kerala,9.394209526934972,76.98768213729717
505,505,34954.0,Thannithode,628341,"Thannithode, Chittar","10, 78",Ranni,123,Konni,5943,Pathanamthitta,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,3475.0,12508.0,3.59942446,34802.0,5963.0,6545.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,33028.0,2.0,0.0,0.0,0.0,210.0,0.0,0.0,1562.0,1562.0,0.0,0.0,0.0,0.0,0.0,0.0,Pathanamthitta,26.0,81879.43320010287,81879.43320010287,142950407.4417789,Administrative Boundary,Survey of India (SOI),Kerala,9.249740673947159,76.94556830258789
507,507,34956.0,Vadasserikkara,628320,"Vadasserikkara, Malayalapuzha","07, 77",Ranni,123,Ranni,5681,Ranni,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,5827.0,21933.0,3.76402952,6007.0,10589.0,11344.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,1144.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,4178.0,4178.0,0.0,0.0,0.0,0.0,0.0,0.0,Pathanamthitta,12.0,47341.73522285194,47341.73522285194,45616926.06975009,Administrative Boundary,Survey of India (SOI),Kerala,9.330688053420554,76.84217765724858
321,321,34770.0,Peringara,628295,"Peringara, Muttar","03, 91",Veliyanad (Part),104,Thiruvalla,5679,Thiruvalla,Pathanamthitta,564,Pathanamthitta,KL,32, ,India,Rural,3744.0,14440.0,3.85683761,1249.0,6640.0,7800.0,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,97.0,0.0,0.0,0.0,20.0,173.0,173.0,958.0,95.0,1037.0,0.0,0.0,0.0,0.0,1037.0,Thiruvalla,5.0,17298.102442661442,17298.102442661442,12082197.895329658,Administrative Boundary,Survey of India (SOI),Kerala,9.390674938819418,76.53008500127838
264,264,34713.0,Karumkulam,628536,Karumkulam,17,Athiyannur,150,Neyyattinkara,5692,Neyyattinkara,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,6255.0,27481.0,4.39344524,324.0,13506.0,13975.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,223.0,101.0,101.0,0.0,0.0,0.0,0.0,Neyyattinkara,10.0,12675.43712860954,12675.43712860954,5805451.601359893,Administrative Boundary,Survey of India (SOI),Kerala,8.336324861319147,77.0487902138684
266,266,34715.0,Vizhinjam Part,628538,"Vizhinjam, Kottukal","20, 18",Athiyannur,150,Neyyattinkara,5692,Neyyattinkara,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,5040.0,20714.0,4.10992063,794.0,10277.0,10437.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,62.0,0.0,0.0,6.0,11.0,0.0,0.0,715.0,603.0,118.0,37.0,11.0,20.0,0.0,49.0,Thiruvananthapuram,12.0,13281.128707959431,13281.128707959431,8393441.490140451,Administrative Boundary,Survey of India (SOI),Kerala,8.382114992711177,77.00927624239989
256,256,34705.0,Attingal,628470,"Kizhuvalam, Mudakkal","17, 16",Chirayinkeezhu,143,Chirayinkeezhu,5689,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,1353.0,5290.0,3.90983001,153.0,2450.0,2840.0,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,123.0,30.0,0.0,0.0,0.0,0.0,30.0,Attingal,4.0,5526.661857756752,5526.661857756752,1454928.0103799333,Administrative Boundary,Survey of India (SOI),Kerala,8.697251454219094,76.84223960394435
254,254,34703.0,Elamba,628469,Mudakkal,16,Chirayinkeezhu,143,Chirayinkeezhu,5689,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,5288.0,20314.0,3.84152799,1695.0,9381.0,10933.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,113.0,17.0,0.0,0.0,13.0,0.0,0.0,1533.0,835.0,717.0,0.0,0.0,717.0,0.0,0.0,Attingal,5.0,22773.742334903716,22773.742334903716,17513437.234720167,Administrative Boundary,Survey of India (SOI),Kerala,8.694172098948702,76.8673633711931
250,250,34699.0,Kadakkavoor,628471,"Kadakkavoor, Anjuthengu","18, 19",Chirayinkeezhu,143,Chirayinkeezhu,5689,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,5144.0,22632.0,4.39968896,532.0,10880.0,11752.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,223.0,4.0,0.0,0.0,0.0,0.0,0.0,304.0,30.0,275.0,0.0,257.0,18.0,0.0,0.0,Attingal,7.0,14875.422688766606,14875.422688766606,7162129.668605069,Administrative Boundary,Survey of India (SOI),Kerala,8.676863919653412,76.76112231194482
244,244,34693.0,Andoorkonam,628508,"Andoorkonam, Pothencode","04, 03",Kazhakkoottam,147,Thiruvananthapuram,5691,Thiruvananthapuram,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,3796.0,15557.0,4.09826133,924.0,7488.0,8069.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,303.0,165.0,83.0,28.0,54.0,0.0,0.0,Thiruvananthapuram,23.0,15226.992310279917,15226.992310279917,9712302.385742756,Administrative Boundary,Survey of India (SOI),Kerala,8.612646099221328,76.87819633715888
382,382,34831.0,Karavaram,628465,Karavaram,11,Kilimanoor,142,Chirayinkeezhu,5689,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,4052.0,15898.0,3.92349457,1333.0,7275.0,8623.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,1082.0,215.0,0.0,3.0,0.0,0.0,212.0,Attingal,10.0,17358.577553014868,17358.577553014868,13901682.043802116,Administrative Boundary,Survey of India (SOI),Kerala,8.7530607266789,76.81329973485404
377,377,34826.0,Koduvazhannoor,628463,Pulimath,10,Kilimanoor,142,Chirayinkeezhu,5689,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,2755.0,10248.0,3.71978221,808.0,4663.0,5585.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,112.0,12.0,0.0,0.0,0.0,55.0,55.0,624.0,586.0,98.0,0.0,0.0,98.0,0.0,0.0,Attingal,10.0,14253.172939841736,14253.172939841736,8803555.886113392,Administrative Boundary,Survey of India (SOI),Kerala,8.737092545885547,76.87117862278801
388,388,34837.0,Kudavoor,628458,Navaikulam,04,Kilimanoor,142,Varkala,5946,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,3501.0,14151.0,4.041988,1196.0,6449.0,7702.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Available,Available,Not Available,Available,0.0,78.0,2.0,0.0,5.0,15.0,20.0,20.0,1066.0,915.0,186.0,0.0,0.0,18.0,0.0,168.0,Attingal,12.0,24108.0341184436,24108.0341184436,15553321.613196809,Administrative Boundary,Survey of India (SOI),Kerala,8.782087061042581,76.80183408109549
394,394,34843.0,Navaikulam,628455,Navaikulam,04,Kilimanoor,142,Varkala,5946,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,6721.0,26551.0,3.9504538,1627.0,12209.0,14342.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Available,Not Available,Available,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.0,782.0,491.0,0.0,300.0,190.0,0.0,0.0,Attingal,10.0,17754.569211942944,17754.569211942944,14768136.130879072,Administrative Boundary,Survey of India (SOI),Kerala,8.790250583291117,76.77843786483484
391,391,34840.0,Pallickal,628456,"Pallickal, Madavoor","05, 06",Kilimanoor,142,Varkala,5946,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,4261.0,16873.0,3.95986858,1618.0,7823.0,9050.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,1174.0,251.0,0.0,250.0,1.0,0.0,0.0,Attingal,22.0,24477.8679516994,24477.8679516994,17168409.07681584,Administrative Boundary,Survey of India (SOI),Kerala,8.837291770899148,76.80185836390956
387,387,34836.0,Pazhayakunnummel,628461,Pazhayakunnummel,09,Kilimanoor,142,Chirayinkeezhu,5689,Attingal,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,6578.0,24608.0,3.7409547,2531.0,11289.0,13319.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,60.0,7.0,0.0,0.0,0.0,50.0,50.0,2379.0,1390.0,1075.0,0.0,843.0,0.0,0.0,232.0,Attingal,13.0,22651.332934614147,22651.332934614147,23064916.63757491,Administrative Boundary,Survey of India (SOI),Kerala,8.783718155893451,76.89123378103861
289,289,34738.0,Panavoor,628487,Panavoor,08,Nedumangad,146,Nedumangad,5690,Nedumangad,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,5253.0,20348.0,3.87359604,2190.0,9597.0,10751.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,123.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.0,1664.0,196.0,0.0,98.0,0.0,0.0,98.0,Nedumangad,8.0,30707.560511752537,30707.560511752537,22110053.0887336,Administrative Boundary,Survey of India (SOI),Kerala,8.67298013062602,76.99498276175795
246,246,34695.0,Vembayam,628498,Vembayam,11,Nedumangad,146,Nedumangad,5690,Nedumangad,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,5328.0,20716.0,3.88813814,1562.0,9905.0,10811.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Available,Available,0.0,5.0,1.0,0.0,12.0,0.0,0.0,0.0,1217.0,1385.0,171.0,0.0,171.0,0.0,0.0,0.0,Nedumangad,12.0,23216.738449057768,23216.738449057768,15819764.979436142,Administrative Boundary,Survey of India (SOI),Kerala,8.615171079763776,76.92920536981254
271,271,34720.0,Kottukal Part,628537,"Kottukal, Karumkulam, Balaramapuram","18, 17, 19",Nemom,149,Neyyattinkara,5692,Neyyattinkara,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,11725.0,46915.0,4.00127932,1633.0,23202.0,23713.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,935.0,661.0,475.0,35.0,0.0,0.0,150.0,Neyyattinkara,8.0,24689.705061592067,24689.705061592067,18818023.46385337,Administrative Boundary,Survey of India (SOI),Kerala,8.382806230083167,77.03318110692284
272,272,34721.0,Maranalloor,628527,"Maranalloor, Malayinkeezhu","06, 07",Nemom,149,Kattakkada,5945,Neyyattinkara,Thiruvananthapuram,565,Thiruvananthapuram,KL,32, ,India,Rural,9679.0,36550.0,3.77621655,2513.0,17816.0,18734.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,77.0,10.0,0.0,0.0,0.0,0.0,0.0,2423.0,1882.0,544.0,511.0,16.0,12.0,0.0,4.0,Neyyattinkara,8.0,32579.433868217573,32579.433868217573,31106787.78823043,Administrative Boundary,Survey of India (SOI),Kerala,8.459191116380525,77.07181457690297
